x,y
5.094322838887161424e+02,-4.457433747111428701e+00
5.094406653990428708e+02,-4.457402352909483056e+00
5.094490469103708392e+02,-4.457371227200772168e+00
5.094574284226882241e+02,-4.457340369050869278e+00
5.094658099359829748e+02,-4.457309777525351180e+00
5.094741914502432110e+02,-4.457279451691203320e+00
5.094825729654570523e+02,-4.457249390623105434e+00
5.094909544816131302e+02,-4.457219593398347612e+00
5.094993359986998485e+02,-4.457190059094223500e+00
5.095077175167055543e+02,-4.457160786788270102e+00
5.095160990356188222e+02,-4.457131775563538234e+00
5.095244805554286245e+02,-4.457103024508452194e+00
5.095328620761237630e+02,-4.457074532711661874e+00
5.095412435976931533e+02,-4.457046299261818056e+00
5.095496251201255973e+02,-4.457018323250125036e+00
5.095580066434104083e+02,-4.456990603774978688e+00
5.095663881675367293e+02,-4.456963139936033436e+00
5.095747696924939305e+02,-4.456935930832943704e+00
5.095831512182711549e+02,-4.456908975566039821e+00
5.095915327448579433e+02,-4.456882273242062098e+00
5.095999142722440070e+02,-4.456855822971289349e+00
5.096082958004189436e+02,-4.456829623864036805e+00
5.096166773293723509e+02,-4.456803675030681866e+00
5.096250588590939969e+02,-4.456777975585393570e+00
5.096334403895740479e+02,-4.456752524648289082e+00
5.096418219208022720e+02,-4.456727321340009595e+00
5.096502034527688352e+02,-4.456702364781197190e+00
5.096585849854637900e+02,-4.456677654093833318e+00
5.096669665188774729e+02,-4.456653188406515476e+00
5.096753480530001639e+02,-4.456628966849875972e+00
5.096837295878224268e+02,-4.456604988554554225e+00
5.096921111233344277e+02,-4.456581252651422353e+00
5.097004926595269012e+02,-4.456557758276169956e+00
5.097088741963905250e+02,-4.456534504568938182e+00
5.097172557339160335e+02,-4.456511490670034270e+00
5.097256372720942750e+02,-4.456488715719768123e+00
5.097340188109159840e+02,-4.456466178860673644e+00
5.097424003503720655e+02,-4.456443879241375861e+00
5.097507818904539931e+02,-4.456421816011537196e+00
5.097591634311524444e+02,-4.456399988320814742e+00
5.097675449724587224e+02,-4.456378395319441132e+00
5.097759265143641869e+02,-4.456357036163090868e+00
5.097843080568601408e+02,-4.456335910010441381e+00
5.097926895999381145e+02,-4.456315016020208297e+00
5.098010711435894109e+02,-4.456294353351150761e+00
5.098094526878057309e+02,-4.456273921165164076e+00
5.098178342325786048e+02,-4.456253718629211491e+00
5.098262157779000177e+02,-4.456233744910707451e+00
5.098345973237615567e+02,-4.456213999177077056e+00
5.098429788701552070e+02,-4.456194480596815666e+00
5.098513604170728968e+02,-4.456175188344069227e+00
5.098597419645063837e+02,-4.456156121594816000e+00
5.098681235124478803e+02,-4.456137279525038686e+00
5.098765050608892579e+02,-4.456118661310883411e+00
5.098848866098228996e+02,-4.456100266132192012e+00
5.098932681592414724e+02,-4.456082093172484271e+00
5.099016497091377573e+02,-4.456064141615430074e+00
5.099100312595044784e+02,-4.456046410644707301e+00
5.099184128103340186e+02,-4.456028899446065061e+00
5.099267943616180219e+02,-4.456011607211545211e+00
5.099351759133476207e+02,-4.455994533134375324e+00
5.099435574655142887e+02,-4.455977676407782972e+00
5.099519390181097265e+02,-4.455961036225059679e+00
5.099603205711293867e+02,-4.455944611780227049e+00
5.099687021245712799e+02,-4.455928402267752553e+00
5.099770836784333028e+02,-4.455912406882108101e+00
5.099854652327133522e+02,-4.455896624817871299e+00
5.099938467874014805e+02,-4.455881055279800940e+00
5.100022283424739840e+02,-4.455865697491280031e+00
5.100106098979054536e+02,-4.455850550677685540e+00
5.100189914536705942e+02,-4.455835614064396211e+00
5.100273730097532052e+02,-4.455820886868202990e+00
5.100357545661947825e+02,-4.455806368253343308e+00
5.100441361230580810e+02,-4.455792057364166503e+00
5.100525176804059697e+02,-4.455777953344983722e+00
5.100608992382967699e+02,-4.455764055345099450e+00
5.100692807966420332e+02,-4.455750362663213338e+00
5.100776623551860212e+02,-4.455736874769613109e+00
5.100860439136631044e+02,-4.455723591144045592e+00
5.100944254718081652e+02,-4.455710511266246066e+00
5.101028070295815837e+02,-4.455697634391263762e+00
5.101111885877601253e+02,-4.455684958962161879e+00
5.101195701473047848e+02,-4.455672483238632076e+00
5.101279517091764433e+02,-4.455660205480374891e+00
5.101363332741538557e+02,-4.455648124129615972e+00
5.101447148404994891e+02,-4.455636240149448923e+00
5.101530964046409622e+02,-4.455624556341264864e+00
5.101614779629639997e+02,-4.455613075548197521e+00
5.101698595118796788e+02,-4.455601800588110173e+00
5.101782410527033562e+02,-4.455590729374546477e+00
5.101866225974775944e+02,-4.455579849093201261e+00
5.101950041596639949e+02,-4.455569145510871465e+00
5.102033857527243299e+02,-4.455558604394351363e+00
5.102117673848106278e+02,-4.455548216822332819e+00
5.102201490240234421e+02,-4.455538013945174569e+00
5.102285306201882236e+02,-4.455528045196800235e+00
5.102369121230373139e+02,-4.455518360104541387e+00
5.102452934844847050e+02,-4.455509006013339324e+00
5.102536747519873757e+02,-4.455499934689246544e+00
5.102620561037105062e+02,-4.455490967141469305e+00
5.102704377272510214e+02,-4.455481914943920430e+00
5.102788198102056754e+02,-4.455472589670511852e+00
5.102872024061923071e+02,-4.455462936928308082e+00
5.102955849778550714e+02,-4.455453493536533749e+00
5.103039668249450074e+02,-4.455444959273196837e+00
5.103123472472080948e+02,-4.455438033921420349e+00
5.103207256387964890e+02,-4.455433322820727682e+00
5.103291030929541421e+02,-4.455429731546218797e+00
5.103374821748954560e+02,-4.455424693120007440e+00
5.103458654985230396e+02,-4.455415591856401569e+00
5.103542556716953982e+02,-4.455399818116375421e+00
5.103626522464685991e+02,-4.455377819279059182e+00
5.103710467623932345e+02,-4.455358058416934774e+00
5.103794294617133005e+02,-4.455350296424665402e+00
5.103877905866734181e+02,-4.455364294196916042e+00
5.103961233992763482e+02,-4.455406791669934030e+00
5.104044490800384892e+02,-4.455456599173226451e+00
5.104128039085332489e+02,-4.455477421980120312e+00
5.104212243124234760e+02,-4.455432817215390529e+00
5.104297457608051332e+02,-4.455287300952019081e+00
5.104383411750691835e+02,-4.455067961828075518e+00
5.104468835168893861e+02,-4.454901887929821669e+00
5.104552367874738366e+02,-4.454925131370285563e+00
5.104632649880308009e+02,-4.455273744262492563e+00
5.104709137288993475e+02,-4.456002137154444931e+00
5.104785531159132006e+02,-4.456740056391065075e+00
5.104866908406960420e+02,-4.456979607846063729e+00
5.104958346659478252e+02,-4.456212826288704854e+00
5.105064407699046569e+02,-4.453983351453803863e+00
5.105178061355742898e+02,-4.450994479016551431e+00
5.105280834891261748e+02,-4.449094216265030433e+00
5.105353769601018143e+02,-4.450179186429734202e+00
5.105378539640653344e+02,-4.456082574157909981e+00
5.105413167857840335e+02,-4.460985859693376909e+00
5.105492367313005388e+02,-4.461412299661965619e+00
5.105597925363030640e+02,-4.459191536878645223e+00
5.105711629364801638e+02,-4.456153214158385722e+00
5.105816106368336023e+02,-4.454042618581347313e+00
5.105906453497233883e+02,-4.453352291225920467e+00
5.105987319398960267e+02,-4.453615225236712938e+00
5.106063595664834907e+02,-4.454340007571816251e+00
5.106140172417813687e+02,-4.455035372701352969e+00
5.106220522044121708e+02,-4.455352481192388581e+00
5.106304053998980521e+02,-4.455350656419582833e+00
5.106389454503889169e+02,-4.455161877952447114e+00
5.106475409780346695e+02,-4.454918125360494585e+00
5.106560675474505615e+02,-4.454744403797785246e+00
5.106644932281254796e+02,-4.454672787827475666e+00
5.106728518967348691e+02,-4.454669241974103855e+00
5.106811788380224471e+02,-4.454698316213927534e+00
5.106895093092766729e+02,-4.454724588104911120e+00
5.106978672010466767e+02,-4.454724054244862508e+00
5.107062475476078021e+02,-4.454701700279469101e+00
5.107146408723824607e+02,-4.454667043462537279e+00
5.107230376987930072e+02,-4.454629601047866316e+00
5.107314291965224697e+02,-4.454598241053048469e+00
5.107398135493178870e+02,-4.454574785134847836e+00
5.107481932400518758e+02,-4.454556736028948194e+00
5.107565708137440197e+02,-4.454541534037870676e+00
5.107649488093589412e+02,-4.454526625546874286e+00
5.107733288031203074e+02,-4.454510424103218291e+00
5.107817103628063364e+02,-4.454493360922493039e+00
5.107900928048306923e+02,-4.454476119739139151e+00
5.107984754456071528e+02,-4.454459384287607904e+00
5.108068576673184111e+02,-4.454443772228096066e+00
5.108152393893478802e+02,-4.454429361528485565e+00
5.108236207934235154e+02,-4.454415966595002274e+00
5.108320020630503677e+02,-4.454403400048783546e+00
5.108403833804485430e+02,-4.454391475801327438e+00
5.108487648434954167e+02,-4.454380092483670950e+00
5.108571464149789563e+02,-4.454369284419476216e+00
5.108655280455417369e+02,-4.454359098131934758e+00
5.108739096858264475e+02,-4.454349580144232768e+00
5.108822912935713134e+02,-4.454340769847596526e+00
5.108906728673577504e+02,-4.454332665581462791e+00
5.108990544203510353e+02,-4.454325251026795662e+00
5.109074359657345212e+02,-4.454318509846310725e+00
5.109158175164452018e+02,-4.454312425949956911e+00
5.109241990779627258e+02,-4.454306990724927751e+00
5.109325806471576925e+02,-4.454302204191039394e+00
5.109409622204217953e+02,-4.454298066847910853e+00
5.109493437941471825e+02,-4.454294579195154924e+00
5.109577253655166373e+02,-4.454291740932207588e+00
5.109661069347207558e+02,-4.454289548715781422e+00
5.109744885026646557e+02,-4.454287998479473210e+00
5.109828700702537390e+02,-4.454287086156882403e+00
5.109912516383507750e+02,-4.454286807723168096e+00
5.109996332071709162e+02,-4.454287159786971984e+00
5.110080147764248863e+02,-4.454288139450568451e+00
5.110163963458096532e+02,-4.454289743829277448e+00
5.110247779150228666e+02,-4.454291970038068982e+00
5.110331594838507954e+02,-4.454294815094159254e+00
5.110415410522889488e+02,-4.454298275784290162e+00
5.110499226203627927e+02,-4.454302348861998162e+00
5.110583041880977930e+02,-4.454307031080822377e+00
5.110666857555133902e+02,-4.454312319198345804e+00
5.110750673225760465e+02,-4.454318210004879042e+00
5.110834488892273839e+02,-4.454324700306598217e+00
5.110918304554087968e+02,-4.454331786909786928e+00
5.111002120210616226e+02,-4.454339466620234944e+00
5.111085935861378857e+02,-4.454347736220626963e+00
5.111169751506043895e+02,-4.454356592461153674e+00
5.111253567144287899e+02,-4.454366032089561500e+00
5.111337382775789706e+02,-4.454376051853598639e+00
5.111421198400221897e+02,-4.454386648496601708e+00
5.111505014017233748e+02,-4.454397818742859450e+00
5.111588829626473398e+02,-4.454409559311514499e+00
5.111672645227582734e+02,-4.454421866921705053e+00
5.111756460820209895e+02,-4.454434738291351614e+00
5.111840276404026326e+02,-4.454448170118983086e+00
5.111924091978721663e+02,-4.454462159087586137e+00
5.112007907543988949e+02,-4.454476701879712230e+00
5.112091723099518390e+02,-4.454491795177864866e+00
5.112175538645009283e+02,-4.454507435654793568e+00
5.112259354180175706e+02,-4.454523619961583414e+00
5.112343169704734009e+02,-4.454540344746400038e+00
5.112426985218400546e+02,-4.454557606657414404e+00
5.112510800720893371e+02,-4.454575402339528090e+00
5.112594616211952712e+02,-4.454593728415356502e+00
5.112678431691323908e+02,-4.454612581498193613e+00
5.112762247158752871e+02,-4.454631958201303199e+00
5.112846062613986078e+02,-4.454651855137409022e+00
5.112929878056784219e+02,-4.454672268903625110e+00
5.113013693486919919e+02,-4.454693196079474227e+00
5.113097508904168080e+02,-4.454714633243534117e+00
5.113181324308303033e+02,-4.454736576974379858e+00
5.113265139699105362e+02,-4.454759023843135601e+00
5.113348955076374409e+02,-4.454781970398085100e+00
5.113432770439911224e+02,-4.454805413183152041e+00
5.113516585789519695e+02,-4.454829348742262773e+00
5.113600401125003145e+02,-4.454853773617090340e+00
5.113684216446182518e+02,-4.454878684328428484e+00
5.113768031752887850e+02,-4.454904077385749339e+00
5.113851847044949182e+02,-4.454929949298413128e+00
5.113935662322197118e+02,-4.454956296575465657e+00
5.114019477584471360e+02,-4.454983115712142450e+00
5.114103292831628096e+02,-4.455010403184699541e+00
5.114187108063524079e+02,-4.455038155468010075e+00
5.114270923280016632e+02,-4.455066369036951635e+00
5.114354738480966489e+02,-4.455095040360094849e+00
5.114438553666254279e+02,-4.455124165883121989e+00
5.114522368835761199e+02,-4.455153742046515042e+00
5.114606183989372425e+02,-4.455183765290761322e+00
5.114689999126971429e+02,-4.455214232054451884e+00
5.114773814248458166e+02,-4.455245138756074752e+00
5.114857629353741117e+02,-4.455276481801993427e+00
5.114941444442731040e+02,-4.455308257598395549e+00
5.115025259515334142e+02,-4.455340462551216518e+00
5.115109074571472547e+02,-4.455373093053185407e+00
5.115192889611076339e+02,-4.455406145477823543e+00
5.115276704634082421e+02,-4.455439616197135244e+00
5.115360519640423149e+02,-4.455473501583127494e+00
5.115444334630038838e+02,-4.455507798001631770e+00
5.115528149602882877e+02,-4.455542501795790145e+00
5.115611964558914906e+02,-4.455577609303537301e+00
5.115695779498092861e+02,-4.455613116862802592e+00
5.115779594420378658e+02,-4.455649020809537397e+00
5.115863409325745579e+02,-4.455685317459566086e+00
5.115947224214176003e+02,-4.455722003117013053e+00
5.116031039085653447e+02,-4.455759074085859694e+00
5.116114853940159719e+02,-4.455796526669755231e+00
5.116198668777688567e+02,-4.455834357158591885e+00
5.116282483598244539e+02,-4.455872561823817080e+00
5.116366298401833888e+02,-4.455911136935585937e+00
5.116450113188462296e+02,-4.455950078764050026e+00
5.116533927958139998e+02,-4.455989383572366513e+00
5.116617742710894277e+02,-4.456029047601425930e+00
5.116701557446751849e+02,-4.456069067087689461e+00
5.116785372165741137e+02,-4.456109438267626288e+00
5.116869186867895110e+02,-4.456150157375140530e+00
5.116953001553254694e+02,-4.456191220623336946e+00
5.117036816221871049e+02,-4.456232624215201277e+00
5.117120630873795335e+02,-4.456274364353649986e+00
5.117204445509077573e+02,-4.456316437241021333e+00
5.117288260127779154e+02,-4.456358839064278321e+00
5.117372074729969427e+02,-4.456401565993768799e+00
5.117455889315720583e+02,-4.456444614199011056e+00
5.117539703885104814e+02,-4.456487979849496739e+00
5.117623518438198857e+02,-4.456531659105834819e+00
5.117707332975091390e+02,-4.456575648107409471e+00
5.117791147495876203e+02,-4.456619942990501571e+00
5.117874962000643109e+02,-4.456664539891386667e+00
5.117958776489487605e+02,-4.456709434942510484e+00
5.118042590962515419e+02,-4.456754624254665842e+00
5.118126405419837965e+02,-4.456800103931065848e+00
5.118210219861567793e+02,-4.456845870074912064e+00
5.118294034287815748e+02,-4.456891918788208784e+00
5.118377848698703474e+02,-4.456938246155195849e+00
5.118461663094361711e+02,-4.456984848246513309e+00
5.118545477474919494e+02,-4.457031721132464597e+00
5.118629291840507562e+02,-4.457078860883161298e+00
5.118713106191262909e+02,-4.457126263556804524e+00
5.118796920527330485e+02,-4.457173925192654984e+00
5.118880734848859788e+02,-4.457221841828290287e+00
5.118964549155998043e+02,-4.457270009501282715e+00
5.119048363448895316e+02,-4.457318424242920685e+00
5.119132177727715316e+02,-4.457367082062880570e+00
5.119215991992622321e+02,-4.457415978966202452e+00
5.119299806243779472e+02,-4.457465110957926413e+00
5.119383620481355024e+02,-4.457514474040505270e+00
5.119467434705522919e+02,-4.457564064196188447e+00
5.119551248916465624e+02,-4.457613877397730739e+00
5.119635063114362197e+02,-4.457663909617829212e+00
5.119718877299393966e+02,-4.457714156828432195e+00
5.119802691471749654e+02,-4.457764614985673113e+00
5.119886505631624800e+02,-4.457815280030708038e+00
5.119970319779214947e+02,-4.457866147904095300e+00
5.120054133914716203e+02,-4.457917214546305296e+00
5.120137948038327522e+02,-4.457968475887462034e+00
5.120221762150259792e+02,-4.458019927838331675e+00
5.120305576250721060e+02,-4.458071566307550526e+00
5.120389390339922784e+02,-4.458123387203752230e+00
5.120473204418075284e+02,-4.458175386430114351e+00
5.120557018485400249e+02,-4.458227559868674028e+00
5.120640832542121643e+02,-4.458279903396361377e+00
5.120724646588460018e+02,-4.458332412890105623e+00
5.120808460624640475e+02,-4.458385084224492090e+00
5.120892274650894933e+02,-4.458437913254671869e+00
5.120976088667455315e+02,-4.458490895826160205e+00
5.121059902674561499e+02,-4.458544027784403063e+00
5.121143716672446544e+02,-4.458597304974107445e+00
5.121227530661349192e+02,-4.458650723224582890e+00
5.121311344641519554e+02,-4.458704278350595906e+00
5.121395158613198646e+02,-4.458757966166350784e+00
5.121478972576635442e+02,-4.458811782485923025e+00
5.121562786532078917e+02,-4.458865723112912960e+00
5.121646600479784865e+02,-4.458919783832402395e+00
5.121730414420010220e+02,-4.458973960427588423e+00
5.121814228353007366e+02,-4.459028248681664586e+00
5.121898042279037782e+02,-4.459082644371846094e+00
5.121981856198365222e+02,-4.459137143254928937e+00
5.122065670111251166e+02,-4.459191741083353477e+00
5.122149484017965051e+02,-4.459246433609561855e+00
5.122233297918769495e+02,-4.459301216583131833e+00
5.122317111813932797e+02,-4.459356085734158981e+00
5.122400925703733492e+02,-4.459411036784614701e+00
5.122484739588442153e+02,-4.459466065456443751e+00
5.122568553468328219e+02,-4.459521167470482439e+00
5.122652367343673632e+02,-4.459576338531228146e+00
5.122736181214754652e+02,-4.459631574330710002e+00
5.122819995081849811e+02,-4.459686870560641836e+00
5.122903808945239916e+02,-4.459742222912453258e+00
5.122987622805206911e+02,-4.459797627065427150e+00
5.123071436662035012e+02,-4.459853078682478156e+00
5.123155250516009573e+02,-4.459908573425368061e+00
5.123239064367413675e+02,-4.459964106955829344e+00
5.123322878216534946e+02,-4.460019674927709232e+00
5.123406692063662149e+02,-4.460075272975890570e+00
5.123490505909080639e+02,-4.460130896732459327e+00
5.123574319753084865e+02,-4.460186541829501472e+00
5.123658133595963591e+02,-4.460242203894698498e+00
5.123741947438004445e+02,-4.460297878536175986e+00
5.123825761279501876e+02,-4.460353561356640739e+00
5.123909575120749196e+02,-4.460409247958793344e+00
5.123993388962036306e+02,-4.460464933943194765e+00
5.124077202803659929e+02,-4.460520614892464764e+00
5.124161016645911104e+02,-4.460576286380287137e+00
5.124244830489084279e+02,-4.460631943980281733e+00
5.124328644333473903e+02,-4.460687583265210421e+00
5.124412458179373289e+02,-4.460743199792938540e+00
5.124496272027079158e+02,-4.460798789108707751e+00
5.124580085876885960e+02,-4.460854346757357369e+00
5.124663899729084733e+02,-4.460909868283493118e+00
5.124747713583973336e+02,-4.460965349220493259e+00
5.124831527441842809e+02,-4.461020785085926477e+00
5.124915341302989873e+02,-4.461076171396171297e+00
5.124999155167705567e+02,-4.461131503667580489e+00
5.125082969036285476e+02,-4.461186777408914672e+00
5.125166782909020640e+02,-4.461241988111000367e+00
5.125250596786202095e+02,-4.461297131262075943e+00
5.125334410668122018e+02,-4.461352202350378882e+00
5.125418224555072584e+02,-4.461407196859586755e+00
5.125502038447340283e+02,-4.461462110254842628e+00
5.125585852345217290e+02,-4.461516937996571563e+00
5.125669666248988960e+02,-4.461571675545205728e+00
5.125753480158944058e+02,-4.461626318358703713e+00
5.125837294075367936e+02,-4.461680861877574955e+00
5.125921107998544812e+02,-4.461735301534808684e+00
5.126004921928756630e+02,-4.461789632763362157e+00
5.126088735866288744e+02,-4.461843850995022898e+00
5.126172549811418548e+02,-4.461897951646411897e+00
5.126256363764426851e+02,-4.461951930123579935e+00
5.126340177725589911e+02,-4.462005781832361073e+00
5.126423991695183986e+02,-4.462059502178139958e+00
5.126507805673485336e+02,-4.462113086554060359e+00
5.126591619660761125e+02,-4.462166530339869652e+00
5.126675433657285339e+02,-4.462219828914633091e+00
5.126759247663325141e+02,-4.462272977657301354e+00
5.126843061679149969e+02,-4.462325971937668001e+00
5.126926875705019029e+02,-4.462378807109922185e+00
5.127010689741193801e+02,-4.462431478526724504e+00
5.127094503787938038e+02,-4.462483981540724898e+00
5.127178317845507536e+02,-4.462536311498284114e+00
5.127262131914156953e+02,-4.462588463728846655e+00
5.127345945994131853e+02,-4.462640433559040609e+00
5.127429760085690305e+02,-4.462692216315495841e+00
5.127513574189075598e+02,-4.462743807320875611e+00
5.127597388304533297e+02,-4.462795201880759954e+00
5.127681202432299870e+02,-4.462846395296122814e+00
5.127765016572614059e+02,-4.462897382867940799e+00
5.127848830725714606e+02,-4.462948159894867928e+00
5.127932644891831160e+02,-4.462998721659459989e+00
5.128016459071188820e+02,-4.463049063437451558e+00
5.128100273264014959e+02,-4.463099180504550567e+00
5.128184087470531267e+02,-4.463149068135226827e+00
5.128267901690958297e+02,-4.463198721589647811e+00
5.128351715925504095e+02,-4.463248136118804332e+00
5.128435530174381256e+02,-4.463297306973532663e+00
5.128519344437798964e+02,-4.463346229404092647e+00
5.128603158715964128e+02,-4.463394898648693321e+00
5.128686973009065468e+02,-4.463443309934155501e+00
5.128770787317300801e+02,-4.463491458486849695e+00
5.128854601640865667e+02,-4.463539339532933248e+00
5.128938415979946512e+02,-4.463586948288924994e+00
5.129022230334719552e+02,-4.463634279958108131e+00
5.129106044705365548e+02,-4.463681329742799520e+00
5.129189859092057304e+02,-4.463728092845263618e+00
5.129273673494967625e+02,-4.463774564460480931e+00
5.129357487914254534e+02,-4.463820739768871171e+00
5.129441302350078331e+02,-4.463866613949115880e+00
5.129525116802593629e+02,-4.463912182179894828e+00
5.129608931271953907e+02,-4.463957439634700819e+00
5.129692745758298997e+02,-4.464002381471790848e+00
5.129776560261765326e+02,-4.464047002846642798e+00
5.129860374782488179e+02,-4.464091298914733663e+00
5.129944189320602845e+02,-4.464135264828050786e+00
5.130028003876226421e+02,-4.464178895723414087e+00
5.130111818449473731e+02,-4.464222186733531217e+00
5.130195633040457324e+02,-4.464265132991109830e+00
5.130279447649290887e+02,-4.464307729626613153e+00
5.130363262276068781e+02,-4.464349971756111479e+00
5.130447076920883092e+02,-4.464391854490000533e+00
5.130530891583821358e+02,-4.464433372938662714e+00
5.130614706264974529e+02,-4.464474522211109075e+00
5.130698520964413092e+02,-4.464515297403234051e+00
5.130782335682204121e+02,-4.464555693603625031e+00
5.130866150418409006e+02,-4.464595705900790357e+00
5.130949965173092551e+02,-4.464635329382459439e+00
5.131033779946304776e+02,-4.464674559124818032e+00
5.131117594738080925e+02,-4.464713390195186093e+00
5.131201409548458514e+02,-4.464751817660654432e+00
5.131285224377472787e+02,-4.464789836587920391e+00
5.131369039225149891e+02,-4.464827442033843852e+00
5.131452854091495510e+02,-4.464864629045051103e+00
5.131536668976517603e+02,-4.464901392667685265e+00
5.131620483880225265e+02,-4.464937727947720703e+00
5.131704298802612811e+02,-4.464973629923022713e+00
5.131788113743662052e+02,-4.465009093620111891e+00
5.131871928703345702e+02,-4.465044114064664171e+00
5.131955743681643298e+02,-4.465078686282292431e+00
5.132039558678521871e+02,-4.465112805292151599e+00
5.132123373693929125e+02,-4.465146466101268530e+00
5.132207188727808216e+02,-4.465179663715326264e+00
5.132291003780105711e+02,-4.465212393139998071e+00
5.132374818850757947e+02,-4.465244649375986974e+00
5.132458633939677384e+02,-4.465276427411430937e+00
5.132542449046778756e+02,-4.465307722232519261e+00
5.132626264171971116e+02,-4.465338528825439468e+00
5.132710079315157827e+02,-4.465368842172676267e+00
5.132793894476221794e+02,-4.465398657244101344e+00
5.132877709655034550e+02,-4.465427969006903197e+00
5.132961524851473314e+02,-4.465456772428272991e+00
5.133045340065411892e+02,-4.465485062472716038e+00
5.133129155296689987e+02,-4.465512834092451477e+00
5.133212970545148437e+02,-4.465540082236176822e+00
5.133296785810624669e+02,-4.465566801852588696e+00
5.133380601092952702e+02,-4.465592987888487464e+00
5.133464416391941540e+02,-4.465618635279012594e+00
5.133548231707388823e+02,-4.465643738954887532e+00
5.133632047039095596e+02,-4.465668293846824177e+00
5.133715862386857225e+02,-4.465692294884228808e+00
5.133799677750444062e+02,-4.465715736985718998e+00
5.133883493129612816e+02,-4.465738615064608119e+00
5.133967308524125883e+02,-4.465760924034168688e+00
5.134051123933737699e+02,-4.465782658806796590e+00
5.134134939358179963e+02,-4.465803814285037809e+00
5.134218754797165047e+02,-4.465824385365261939e+00
5.134302570250409872e+02,-4.465844366943744426e+00
5.134386385717626808e+02,-4.465863753916204715e+00
5.134470201198510040e+02,-4.465882541169751363e+00
5.134554016692733285e+02,-4.465900723584714349e+00
5.134637832199973673e+02,-4.465918296041239799e+00
5.134721647719904922e+02,-4.465935253419103468e+00
5.134805463252173467e+02,-4.465951590589927633e+00
5.134889278796383678e+02,-4.465967302417353402e+00
5.134973094352150156e+02,-4.465982383764691477e+00
5.135056909919081818e+02,-4.465996829495100684e+00
5.135140725496800087e+02,-4.466010634466702101e+00
5.135224541084941166e+02,-4.466023793531550545e+00
5.135308356683142392e+02,-4.466036301541342013e+00
5.135392172291036559e+02,-4.466048153347562888e+00
5.135475987908133675e+02,-4.466059343790784730e+00
5.135559803533757304e+02,-4.466069867695487083e+00
5.135643619167217366e+02,-4.466079719884860744e+00
5.135727434807826057e+02,-4.466088895182230623e+00
5.135811250455226400e+02,-4.466097388423364123e+00
5.135895066109653726e+02,-4.466105194466365447e+00
5.135978881771403621e+02,-4.466112308171671152e+00
5.136062697440763714e+02,-4.466118724399408713e+00
5.136146513116896131e+02,-4.466124437950490744e+00
5.136230328796490312e+02,-4.466129443496664742e+00
5.136314144475913963e+02,-4.466133735692646489e+00
5.136397960151537063e+02,-4.466137309193476845e+00
5.136481775823273210e+02,-4.466140158827039741e+00
5.136565591500389019e+02,-4.466142279878128285e+00
5.136649407193682464e+02,-4.466143667706170106e+00
5.136733222913949248e+02,-4.466144317670402764e+00
5.136817038660767594e+02,-4.466144224572490273e+00
5.136900854397897547e+02,-4.466143381432917892e+00
5.136984670081958484e+02,-4.466141780917243231e+00
5.137068485669574329e+02,-4.466139415691030123e+00
5.137152301152414111e+02,-4.466136280154674232e+00
5.137236116656854392e+02,-4.466132375377238617e+00
5.137319932341644062e+02,-4.466127704029912771e+00
5.137403748365526326e+02,-4.466122268783887961e+00
5.137487564777965190e+02,-4.466116066894627146e+00
5.137571381126410870e+02,-4.466109070738816911e+00
5.137655196814251894e+02,-4.466101245553601551e+00
5.137739011244859739e+02,-4.466092556575514294e+00
5.137822824161335120e+02,-4.466082985872652067e+00
5.137906637159600223e+02,-4.466072607309696352e+00
5.137990452464108557e+02,-4.466061525891575457e+00
5.138074272299820677e+02,-4.466049846648472155e+00
5.138158097838087315e+02,-4.466037622406512142e+00
5.138241923461558827e+02,-4.466024569627771612e+00
5.138325740861110944e+02,-4.466010271403377807e+00
5.138409541720862990e+02,-4.465994310489567631e+00
5.138493320984511001e+02,-4.465976431144351722e+00
5.138577098319340166e+02,-4.465957602601168475e+00
5.138660904726575609e+02,-4.465939355653725684e+00
5.138744771266540283e+02,-4.465923224024302307e+00
5.138828718938535758e+02,-4.465910242941268926e+00
5.138912679139139073e+02,-4.465897008085386588e+00
5.138996536252213900e+02,-4.465877785797826682e+00
5.139080174246149681e+02,-4.465846821834076330e+00
5.139163508076755988e+02,-4.465799897282561659e+00
5.139246776161922980e+02,-4.465748819797937585e+00
5.139330409377076876e+02,-4.465714932722913311e+00
5.139414841149134645e+02,-4.465719705818671947e+00
5.139500409652263215e+02,-4.465779889360173449e+00
5.139586289005667368e+02,-4.465854558212758008e+00
5.139670874473545155e+02,-4.465864197327079843e+00
5.139752547028494973e+02,-4.465728583547782016e+00
5.139829979940327576e+02,-4.465381976163900646e+00
5.139906025556877012e+02,-4.464965695156012160e+00
5.139986656599841126e+02,-4.464775665603728072e+00
5.140077920666275304e+02,-4.465111522434502156e+00
5.140184969661819423e+02,-4.466228521771183679e+00
5.140297978674576598e+02,-4.467639863662104638e+00
5.140394731159184403e+02,-4.468244780143567851e+00
5.140452637741838089e+02,-4.466924030728705475e+00
5.140469327782944902e+02,-4.463561817870312254e+00
5.140528488853390172e+02,-4.462312014522259673e+00
5.140624684100472450e+02,-4.462903353159874520e+00
5.140737371106899900e+02,-4.464314763894085658e+00
5.140846126365570399e+02,-4.465531087316607639e+00
5.140939626553331436e+02,-4.465989492455056720e+00
5.141021917577030536e+02,-4.465891082319573435e+00
5.141098527051992733e+02,-4.465510608858029862e+00
